"		瘤痢锅龋",瘤痢疙,老矫,乞闭扁柯(∩),弥绊扁柯(∩),"	弥绊扁柯矫阿",弥历扁柯(∩),弥历扁柯矫阿老背瞒,
"		143",措备,2021-01-02,-0.9,2.1,12:57,-3.7,0:47,5.8
"		143",措备,2021-01-03,-1.3,2.1,13:00,-4.1,8:18,6.2
"		143",措备,2021-01-04,-0.3,5.5,15:05,-5.8,7:57,11.3
"		143",措备,2021-01-05,-1.1,2.6,13:01,-5.1,23:59,7.7
"		143",措备,2021-01-06,-4,0.4,15:09,-7.5,6:41,7.9
"		143",措备,2021-01-07,-8.7,-1.2,0:35,-12.4,23:43,11.2
"		143",措备,2021-01-08,-10.4,-5.8,15:35,-13.6,7:06,7.8
"		143",措备,2021-01-09,-8,-3.1,14:34,-11.4,3:21,8.3
"		143",措备,2021-01-10,-4.7,1.2,15:23,-10.8,7:23,12
"		143",措备,2021-01-11,-4.2,-0.8,15:27,-8.5,3:01,7.7
"		143",措备,2021-01-12,-1.5,4.3,15:35,-8.8,7:17,13.1
"		143",措备,2021-01-13,3.6,11.7,15:58,-5.2,8:10,16.9
"		143",措备,2021-01-14,4.4,12.9,15:34,-2.3,7:43,15.2
"		143",措备,2021-01-15,8.3,16.1,15:00,0.6,7:00,15.5
"		143",措备,2021-01-16,1.7,8.3,0:01,-3.3,23:54,11.6
"		143",措备,2021-01-17,-2.8,1.1,15:14,-5.6,7:49,6.7
"		143",措备,2021-01-18,-1.9,4.4,16:00,-6.6,4:05,11
"		143",措备,2021-01-19,-2.6,3.4,14:57,-6.9,7:20,10.3
"		143",措备,2021-01-20,-0.8,8.6,16:14,-8.5,6:21,17.1
"		143",措备,2021-01-21,4.5,11.5,15:14,-3.8,6:15,15.3
"		143",措备,2021-01-22,8.2,10.7,19:11,5.2,6:55,5.5
"		143",措备,2021-01-23,9.3,11.8,11:35,7.4,20:04,4.4
"		143",措备,2021-01-24,8,10.3,15:26,6.5,21:51,3.8
"		143",措备,2021-01-25,7.4,12,13:56,3,8:04,9
"		143",措备,2021-01-26,6.1,7.7,21:25,4.3,1:53,3.4
"		143",措备,2021-01-27,5.8,10.4,14:40,2.9,23:52,7.5
"		143",措备,2021-01-28,1.2,11.1,13:09,-4.7,23:57,15.8
"		143",措备,2021-01-29,-4.4,-0.2,15:34,-7.8,6:51,7.6
"		143",措备,2021-01-30,0.9,9,15:21,-7.4,6:53,16.4
"		143",措备,2021-01-31,4.5,12.1,15:33,-4.3,7:19,16.4
"		143",措备,2021-02-01,7.1,10.1,15:04,3.9,4:17,6.2
"		143",措备,2021-02-02,-0.4,7.1,0:01,-3.2,23:55,10.3
"		143",措备,2021-02-03,-1,4.8,15:35,-5.3,7:18,10.1
"		143",措备,2021-02-04,1.4,5.8,15:45,-2.8,0:01,8.6
"		143",措备,2021-02-05,1.5,7.9,16:39,-5.4,7:11,13.3
"		143",措备,2021-02-06,5.2,14.5,15:32,-2.9,7:05,17.4
"		143",措备,2021-02-07,6.6,14,15:06,-0.2,6:32,14.2
"		143",措备,2021-02-08,0.4,4.4,15:33,-2.3,23:46,6.7
"		143",措备,2021-02-09,1.6,7.7,15:53,-3.4,6:26,11.1
"		143",措备,2021-02-10,3.9,10.9,15:35,-2.8,6:54,13.7
"		143",措备,2021-02-11,5.8,12,14:59,-0.9,7:16,12.9
"		143",措备,2021-02-12,7.7,16.6,16:13,1.1,7:12,15.5
"		143",措备,2021-02-13,8.6,19.1,15:31,-0.9,7:16,20
"		143",措备,2021-02-14,7.7,12.8,16:00,3.4,3:21,9.4
"		143",措备,2021-02-15,5.9,11.3,12:15,-1.6,23:53,12.9
"		143",措备,2021-02-16,-0.1,6.1,15:30,-3.6,23:53,9.7
"		143",措备,2021-02-17,-4.8,-2.4,15:02,-6.4,23:05,4
"		143",措备,2021-02-18,-4.4,0.2,16:27,-8.5,5:55,8.7
"		143",措备,2021-02-19,4.3,12.9,16:53,-4,4:28,16.9
"		143",措备,2021-02-20,11.3,20.4,15:17,3.7,6:18,16.7
"		143",措备,2021-02-21,14.3,24.4,14:44,4,7:03,20.4
"		143",措备,2021-02-22,13.7,22.8,14:44,6.8,7:02,16
"		143",措备,2021-02-23,5.9,11.5,14:59,1.3,7:19,10.2
"		143",措备,2021-02-24,5.5,12.7,15:33,1.1,7:17,11.6
"		143",措备,2021-02-25,5,9.8,13:45,0.6,6:36,9.2
"		143",措备,2021-02-26,8.3,12,14:08,5,7:43,7
"		143",措备,2021-02-27,6.7,8.9,15:36,4.4,23:59,4.5
"		143",措备,2021-02-28,7.4,13,16:06,1.7,7:05,11.3
"		143",措备,2021-03-01,8.9,16.1,16:31,3.4,23:46,12.7
"		143",措备,2021-03-02,2.6,6.2,15:01,0,3:05,6.2
"		143",措备,2021-03-03,4.1,9.5,13:11,-1.5,6:00,11
"		143",措备,2021-03-04,5.9,11.5,14:07,0.8,6:55,10.7
"		143",措备,2021-03-05,10.6,19,16:36,4.3,7:55,14.7
"		143",措备,2021-03-06,6.2,9.5,0:01,3.7,20:30,5.8
"		143",措备,2021-03-07,5.5,8.8,16:00,3.5,23:59,5.3
"		143",措备,2021-03-08,6.3,14,15:15,-0.6,6:54,14.6
"		143",措备,2021-03-09,9,15.1,15:46,2.2,4:29,12.9
"		143",措备,2021-03-10,8.8,14.1,14:47,2.6,6:56,11.5
"		143",措备,2021-03-11,10,18.2,15:55,1.5,5:49,16.7
"		143",措备,2021-03-12,9,11.6,0:13,7.6,8:22,4
"		143",措备,2021-03-13,9.8,16,15:10,3.5,6:39,12.5
"		143",措备,2021-03-14,10.5,17.2,14:30,4.6,6:58,12.6
"		143",措备,2021-03-15,12.5,19.7,15:17,3.9,6:26,15.8
"		143",措备,2021-03-16,14.9,20.1,15:20,10.6,23:58,9.5
"		143",措备,2021-03-17,10.5,17.8,15:30,3.5,6:48,14.3
"		143",措备,2021-03-18,10.4,16.6,15:04,5.2,6:23,11.4
"		143",措备,2021-03-19,11.2,15.4,14:01,8.6,3:42,6.8
"		143",措备,2021-03-20,9.9,10.9,17:52,8.3,6:54,2.6
"		143",措备,2021-03-21,8.8,11.7,15:51,5.1,23:53,6.6
"		143",措备,2021-03-22,7.9,13,15:03,3.3,6:23,9.7
"		143",措备,2021-03-23,11.4,20.2,15:57,1.7,6:22,18.5
"		143",措备,2021-03-24,11.5,18.2,13:09,4.3,6:46,13.9
"		143",措备,2021-03-25,14.1,22.3,17:16,5.7,6:19,16.6
"		143",措备,2021-03-26,15.3,23.9,15:10,6.7,6:33,17.2
"		143",措备,2021-03-27,12.7,17.1,13:38,6.5,6:19,10.6
"		143",措备,2021-03-28,15.8,20.2,14:33,11.7,23:32,8.5
"		143",措备,2021-03-29,15.1,19.5,14:55,10.9,1:21,8.6
"		143",措备,2021-03-30,14.6,21.3,16:23,10.5,23:56,10.8
"		143",措备,2021-03-31,13.6,23.1,14:39,4.7,6:12,18.4
"		143",措备,2021-04-01,13.5,17.7,12:46,9.2,5:10,8.5
"		143",措备,2021-04-02,14.7,18.7,15:51,12.2,4:56,6.5
"		143",措备,2021-04-03,14.5,18.5,11:44,11.8,6:32,6.7
"		143",措备,2021-04-04,9.7,13.8,0:01,7,23:56,6.8
"		143",措备,2021-04-05,9.9,16.2,14:29,2.7,5:50,13.5
"		143",措备,2021-04-06,13.2,21.4,15:49,3.8,5:23,17.6
"		143",措备,2021-04-07,17.1,23,15:59,10.6,6:49,12.4
"		143",措备,2021-04-08,14.6,21.9,15:09,9.2,6:25,12.7
"		143",措备,2021-04-09,9.2,15,10:20,5.5,6:02,9.5
"		143",措备,2021-04-10,10.6,18.5,16:14,2.5,5:39,16
"		143",措备,2021-04-11,13.6,21.9,13:57,4.3,5:56,17.6
"		143",措备,2021-04-12,11.8,14.5,23:45,9.2,5:54,5.3
"		143",措备,2021-04-13,15.1,20,16:29,8.1,23:58,11.9
"		143",措备,2021-04-14,11.1,17.2,16:17,5.8,5:39,11.4
"		143",措备,2021-04-15,11.9,18.7,15:47,4.4,5:58,14.3
"		143",措备,2021-04-16,13.7,21.1,16:14,5.7,5:03,15.4
"		143",措备,2021-04-17,13.5,19.3,11:59,9,23:58,10.3
"		143",措备,2021-04-18,12.6,17.5,16:35,7.9,5:03,9.6
"		143",措备,2021-04-19,16.6,24,15:47,8.2,6:20,15.8
"		143",措备,2021-04-20,18.9,26.5,15:12,13.5,6:02,13
"		143",措备,2021-04-21,19.9,29.5,16:38,10.1,5:48,19.4
"		143",措备,2021-04-22,20.2,28.3,14:24,15,5:23,13.3
"		143",措备,2021-04-23,15.8,18,14:35,13.6,23:38,4.4
"		143",措备,2021-04-24,16.7,23.3,15:03,12.8,6:10,10.5
"		143",措备,2021-04-25,14.4,18.8,13:38,10.7,23:39,8.1
"		143",措备,2021-04-26,13.6,21.1,15:55,6.3,5:36,14.8
"		143",措备,2021-04-27,15.8,22.2,13:03,8.1,4:32,14.1
"		143",措备,2021-04-28,18.1,23.9,13:43,11.6,5:49,12.3
"		143",措备,2021-04-29,18.3,24.7,14:32,13.5,7:39,11.2
"		143",措备,2021-04-30,16.9,22.2,13:54,12.6,5:08,9.6
"		143",措备,2021-05-01,12.1,15.6,15:51,9.4,4:57,6.2
"		143",措备,2021-05-02,13.6,19.9,16:35,8.4,5:31,11.5
"		143",措备,2021-05-03,16.5,24.7,15:54,7.6,5:30,17.1
"		143",措备,2021-05-04,17,20.9,14:43,12.5,5:38,8.4
"		143",措备,2021-05-05,18.5,23.5,11:55,13.6,23:49,9.9
"		143",措备,2021-05-06,16.9,25.7,14:21,7.1,5:14,18.6
"		143",措备,2021-05-07,18.1,25.6,12:08,11.5,5:28,14.1
"		143",措备,2021-05-08,18.1,26.1,13:22,7.7,5:24,18.4
"		143",措备,2021-05-09,19,25,16:34,12.6,5:07,12.4
"		143",措备,2021-05-10,13.8,16.2,0:01,12.1,4:18,4.1
"		143",措备,2021-05-11,15.1,18.2,13:32,12.3,5:35,5.9
"		143",措备,2021-05-12,17.3,22.5,16:25,13.4,3:51,9.1
"		143",措备,2021-05-13,20.4,30.3,16:27,11.1,5:47,19.2
"		143",措备,2021-05-14,22,30.4,14:06,14.1,5:27,16.3
"		143",措备,2021-05-15,19.9,22.6,17:23,17.4,7:22,5.2
"		143",措备,2021-05-16,20.1,23.7,13:37,13.7,23:17,10
"		143",措备,2021-05-17,14.4,16,13:50,13.4,23:17,2.6
"		143",措备,2021-05-18,17.7,23.5,17:07,13.5,1:49,10
"		143",措备,2021-05-19,22.5,29.4,14:40,15.8,0:19,13.6
"		143",措备,2021-05-20,16.3,20,0:01,14.7,23:17,5.3
"		143",措备,2021-05-21,17.6,21.5,13:49,14.7,0:02,6.8
"		143",措备,2021-05-22,21,27.5,16:29,13.7,5:44,13.8
"		143",措备,2021-05-23,23.6,30.8,15:28,14.8,4:57,16
"		143",措备,2021-05-24,22.3,27.5,13:19,18,23:43,9.5
"		143",措备,2021-05-25,18,23.7,13:30,13.1,5:33,10.6
"		143",措备,2021-05-26,18,24.3,15:26,11.2,5:33,13.1
"		143",措备,2021-05-27,18.9,25.5,15:41,15,23:56,10.5
"		143",措备,2021-05-28,16.7,28.8,13:08,10.7,5:22,18.1
"		143",措备,2021-05-29,20.4,26.3,15:22,14.9,4:49,11.4
"		143",措备,2021-05-30,20.6,28.5,15:41,13.3,5:20,15.2
"		143",措备,2021-05-31,20.7,28.9,14:46,15.5,6:40,13.4
"		143",措备,2021-06-01,22.8,29.7,16:07,15.9,4:26,13.8
"		143",措备,2021-06-02,23.8,30.2,13:20,18.2,4:40,12
"		143",措备,2021-06-03,18.7,19.9,0:01,16.7,5:05,3.2
"		143",措备,2021-06-04,21.3,27,15:50,17.1,6:08,9.9
"		143",措备,2021-06-05,23.1,30.4,14:52,13.7,5:07,16.7
"		143",措备,2021-06-06,23.9,30.4,16:09,18.2,5:35,12.2
"		143",措备,2021-06-07,25.3,31.4,13:13,18.4,4:47,13
"		143",措备,2021-06-08,25.4,33.2,15:30,20.5,5:34,12.7
"		143",措备,2021-06-09,25.3,32.7,15:53,19.9,5:14,12.8
"		143",措备,2021-06-10,24.2,30.5,12:51,19.1,4:21,11.4
"		143",措备,2021-06-11,22.1,25.5,17:00,20.1,8:57,5.4
"		143",措备,2021-06-12,24.1,28,12:53,20.6,4:19,7.4
"		143",措备,2021-06-13,25.4,31.7,14:30,21.6,5:21,10.1
"		143",措备,2021-06-14,23.9,28,15:00,21.1,2:29,6.9
"		143",措备,2021-06-15,21.4,23.9,11:38,19.7,23:53,4.2
"		143",措备,2021-06-16,20.4,23,15:13,17.9,4:47,5.1
"		143",措备,2021-06-17,20,23.4,15:53,18.3,3:53,5.1
"		143",措备,2021-06-18,22.3,26.7,13:28,17.9,5:06,8.8
"		143",措备,2021-06-19,25.3,31.3,15:01,19.6,3:47,11.7
"		143",措备,2021-06-20,25.9,33.9,13:58,18.1,6:30,15.8
"		143",措备,2021-06-21,23.9,31.6,14:50,19.4,23:59,12.2
"		143",措备,2021-06-22,20.7,26.5,13:29,17.7,3:49,8.8
"		143",措备,2021-06-23,20.4,24.4,14:09,17.6,3:38,6.8
"		143",措备,2021-06-24,23,28.5,14:22,18.9,4:47,9.6
"		143",措备,2021-06-25,23.5,29.8,13:12,18.6,5:25,11.2
"		143",措备,2021-06-26,22.8,27.2,13:24,20.1,4:36,7.1
"		143",措备,2021-06-27,24,29.9,13:40,19.1,5:27,10.8
"		143",措备,2021-06-28,23.9,28,14:12,21.3,1:59,6.7
"		143",措备,2021-06-29,24.6,30,15:23,20.3,4:08,9.7
"		143",措备,2021-06-30,24.4,29.6,14:52,21.7,23:51,7.9
"		143",措备,2021-07-01,25.1,32.4,15:51,19.6,5:36,12.8
"		143",措备,2021-07-02,24,28.8,15:25,20.3,5:14,8.5
"		143",措备,2021-07-03,22.7,24.8,9:07,21.4,2:38,3.4
"		143",措备,2021-07-04,27.8,32.4,14:04,21.8,0:01,10.6
"		143",措备,2021-07-05,23.8,27.2,13:43,20.6,22:26,6.6
"		143",措备,2021-07-06,22.6,25.8,13:19,20.6,0:48,5.2
"		143",措备,2021-07-07,24.2,26.2,15:37,22.6,0:06,3.6
"		143",措备,2021-07-08,24.9,29.6,12:55,22.5,6:09,7.1
"		143",措备,2021-07-09,24.7,29.1,17:00,22.1,4:27,7
"		143",措备,2021-07-10,25.6,32.6,14:08,21.6,23:46,11
"		143",措备,2021-07-11,25.7,33.8,15:57,21.1,4:38,12.7
"		143",措备,2021-07-12,27.3,34.1,13:52,22.2,1:31,11.9
"		143",措备,2021-07-13,28.7,34.3,16:03,22.8,3:47,11.5
"		143",措备,2021-07-14,29.9,35.3,16:02,24.7,5:01,10.6
"		143",措备,2021-07-15,27.5,33.9,11:53,23.6,16:31,10.3
"		143",措备,2021-07-16,27.1,31.9,13:14,23.3,3:11,8.6
"		143",措备,2021-07-17,26.7,30.4,15:17,23.4,4:32,7
"		143",措备,2021-07-18,26.7,31.9,12:32,22.9,5:24,9
"		143",措备,2021-07-19,27.2,31.6,16:13,23.8,6:04,7.8
"		143",措备,2021-07-20,28.8,33.9,15:23,24.8,5:43,9.1
"		143",措备,2021-07-21,27.5,32.5,13:13,23.4,5:58,9.1
"		143",措备,2021-07-22,28,32.3,13:28,24.3,5:25,8
"		143",措备,2021-07-23,27.8,32.8,14:53,23.7,5:40,9.1
"		143",措备,2021-07-24,28.1,33.2,15:41,24.3,5:40,8.9
"		143",措备,2021-07-25,28,32.9,14:31,23.7,5:44,9.2
"		143",措备,2021-07-26,28.5,33.9,14:45,23.4,5:36,10.5
"		143",措备,2021-07-27,28.1,34.4,13:13,23.3,4:27,11.1
"		143",措备,2021-07-28,28.2,34.2,12:52,23.1,4:22,11.1
"		143",措备,2021-07-29,29.5,35.2,12:54,23.4,5:19,11.8
"		143",措备,2021-07-30,30.6,35.9,14:46,25.3,5:09,10.6
"		143",措备,2021-07-31,29.9,37.2,16:08,25.3,5:13,11.9
"		143",措备,2021-08-01,28.1,35.1,12:27,25,21:27,10.1
"		143",措备,2021-08-02,27.7,32.9,13:39,25,5:36,7.9
"		143",措备,2021-08-03,29,33.5,16:03,24.7,5:42,8.8
"		143",措备,2021-08-04,30.1,35.5,13:16,25,4:58,10.5
"		143",措备,2021-08-05,30.8,36.9,15:13,25.1,5:53,11.8
"		143",措备,2021-08-06,30.2,36.8,16:40,25,5:38,11.8
"		143",措备,2021-08-07,29.1,37,14:38,23.1,22:43,13.9
"		143",措备,2021-08-08,25.4,29,12:59,23.2,22:58,5.8
"		143",措备,2021-08-09,27.4,33,16:45,23.1,0:08,9.9
"		143",措备,2021-08-10,23.5,27.8,13:05,21,8:36,6.8
"		143",措备,2021-08-11,25.6,32.5,14:32,21.9,0:54,10.6
"		143",措备,2021-08-12,26.1,30.9,14:49,21.6,4:16,9.3
"		143",措备,2021-08-13,25.7,30.2,14:28,23.4,5:33,6.8
"		143",措备,2021-08-14,23.3,26.6,16:11,21.7,23:53,4.9
"		143",措备,2021-08-15,23.5,28.2,13:07,20.9,5:48,7.3
"		143",措备,2021-08-16,23.5,27.5,14:56,20.8,5:02,6.7
"		143",措备,2021-08-17,23.6,26.9,12:15,21.7,3:32,5.2
"		143",措备,2021-08-18,23.1,26.1,15:08,21.2,4:57,4.9
"		143",措备,2021-08-19,24.3,28.3,16:36,21.6,0:42,6.7
"		143",措备,2021-08-20,25,31.9,14:33,19.7,5:15,12.2
"		143",措备,2021-08-21,23.1,25.8,13:40,21.9,16:28,3.9
"		143",措备,2021-08-22,26.1,31.5,16:16,22.1,5:18,9.4
"		143",措备,2021-08-23,23.1,24.9,14:20,21.2,22:43,3.7
"		143",措备,2021-08-24,24.4,29.2,17:42,21.5,0:01,7.7
"		143",措备,2021-08-25,25.3,27.7,16:28,22.9,5:38,4.8
"		143",措备,2021-08-26,27.4,34.4,15:20,22.9,6:12,11.5
"		143",措备,2021-08-27,23.7,28.7,15:33,21.5,20:07,7.2
"		143",措备,2021-08-28,25.6,31.9,14:57,20.9,3:45,11
"		143",措备,2021-08-29,23.6,26.6,16:05,21.3,11:54,5.3
"		143",措备,2021-08-30,25.2,30.6,15:20,22,5:24,8.6
"		143",措备,2021-08-31,24.4,29.1,15:33,21.5,23:34,7.6
"		143",措备,2021-09-01,21.9,28.2,12:56,20,7:48,8.2
"		143",措备,2021-09-02,21.8,24.7,13:02,20.1,20:50,4.6
"		143",措备,2021-09-03,20.5,22.7,13:36,19.3,7:45,3.4
"		143",措备,2021-09-04,22.4,26.8,15:21,18.8,6:11,8
"		143",措备,2021-09-05,21.8,25.1,13:00,19.3,6:02,5.8
"		143",措备,2021-09-06,21.8,25.6,12:21,19.4,2:11,6.2
"		143",措备,2021-09-07,22.2,25.5,13:24,19.9,0:01,5.6
"		143",措备,2021-09-08,23.7,28.8,15:03,20.1,23:53,8.7
"		143",措备,2021-09-09,23.7,29.6,14:22,18.7,5:37,10.9
"		143",措备,2021-09-10,22.6,26.3,12:57,20.2,23:49,6.1
"		143",措备,2021-09-11,23.8,30.9,15:42,18.5,5:43,12.4
"		143",措备,2021-09-12,24.3,30.8,14:59,18.2,6:10,12.6
"		143",措备,2021-09-13,23.1,25.8,11:58,20.9,23:43,4.9
"		143",措备,2021-09-14,22.5,24.5,12:38,20.8,1:09,3.7
"		143",措备,2021-09-15,22.7,26.7,13:28,19.3,23:58,7.4
"		143",措备,2021-09-16,22.2,25.8,11:46,16.9,4:44,8.9
"		143",措备,2021-09-17,20.5,22.6,14:37,18.1,6:58,4.5
"		143",措备,2021-09-18,21.5,26.6,11:34,16.9,6:00,9.7
"		143",措备,2021-09-19,21.7,27.1,14:14,17.2,3:38,9.9
"		143",措备,2021-09-20,21.7,26.3,14:44,16.6,6:13,9.7
"		143",措备,2021-09-21,22.9,26.5,17:10,20,2:51,6.5
"		143",措备,2021-09-22,24.1,29.6,15:45,18.2,6:08,11.4
"		143",措备,2021-09-23,21.6,26.6,13:56,17.6,23:43,9
"		143",措备,2021-09-24,19.7,25.8,12:18,15.1,5:43,10.7
"		143",措备,2021-09-25,20.6,23.6,15:22,17.5,1:43,6.1
"		143",措备,2021-09-26,20.5,24.9,11:57,17.9,4:33,7
"		143",措备,2021-09-27,20.4,24.8,15:25,17.8,5:36,7
"		143",措备,2021-09-28,21.8,26,13:30,19,5:43,7
"		143",措备,2021-09-29,22.4,27.3,14:30,19.8,7:02,7.5
"		143",措备,2021-09-30,21.9,27,15:09,18.1,23:54,8.9
"		143",措备,2021-10-01,21.6,28.9,16:06,15.4,5:52,13.5
"		143",措备,2021-10-02,22.3,29.1,14:53,17.4,5:37,11.7
"		143",措备,2021-10-03,22.4,30.9,15:19,16,5:21,14.9
"		143",措备,2021-10-04,24.3,31.5,14:43,16.6,4:29,14.9
"		143",措备,2021-10-05,24,30.1,14:20,19.7,3:59,10.4
"		143",措备,2021-10-06,22.1,26.5,11:18,19.7,6:33,6.8
"		143",措备,2021-10-07,23.3,28.6,15:10,18.4,6:10,10.2
"		143",措备,2021-10-08,22.2,25.3,11:20,20.9,20:29,4.4
"		143",措备,2021-10-09,23.4,28.9,14:04,20.6,3:56,8.3
"		143",措备,2021-10-10,25.1,31.8,13:22,20,7:02,11.8
"		143",措备,2021-10-11,17.8,25.1,0:01,15.4,10:47,9.7
"		143",措备,2021-10-12,15.9,17.3,15:36,14.7,8:46,2.6
"		143",措备,2021-10-13,18.2,21.7,15:08,14.7,1:01,7
"		143",措备,2021-10-14,19.6,26,15:48,14.6,6:53,11.4
"		143",措备,2021-10-15,19.2,24,11:47,16.2,6:33,7.8
"		143",措备,2021-10-16,14.3,17.4,0:06,8.1,23:46,9.3
"		143",措备,2021-10-17,7.9,13.8,15:11,3.7,6:32,10.1
"		143",措备,2021-10-18,9.2,17.6,15:10,2,5:48,15.6
"		143",措备,2021-10-19,11.6,18.2,13:28,6.8,6:54,11.4
"		143",措备,2021-10-20,10.7,17.4,15:05,5.1,6:13,12.3
"		143",措备,2021-10-21,11.4,16.9,14:59,6,5:33,10.9
"		143",措备,2021-10-22,11.8,18,14:34,6.2,6:35,11.8
"		143",措备,2021-10-23,11.7,19.3,15:28,5.5,6:22,13.8
"		143",措备,2021-10-24,11.8,19.9,14:17,5.2,6:17,14.7
"		143",措备,2021-10-25,12.4,20.4,14:24,7,6:45,13.4
"		143",措备,2021-10-26,12,20.2,15:41,5,6:42,15.2
"		143",措备,2021-10-27,14.1,21.4,14:04,9.5,7:37,11.9
"		143",措备,2021-10-28,13.9,20.6,14:12,5.7,6:32,14.9
"		143",措备,2021-10-29,12.8,18.9,11:31,7.3,6:33,11.6
"		143",措备,2021-10-30,11.8,17.8,14:26,7.6,7:15,10.2
"		143",措备,2021-10-31,12.8,21.6,14:49,6.4,6:27,15.2
"		143",措备,2021-11-01,14.3,20.1,13:27,7.7,7:11,12.4
"		143",措备,2021-11-02,13,18.6,14:27,7.6,7:11,11
"		143",措备,2021-11-03,12.2,19.3,13:31,6.2,6:35,13.1
"		143",措备,2021-11-04,12.3,20.5,15:17,6.4,6:14,14.1
"		143",措备,2021-11-05,12.5,19.5,14:40,5.4,6:28,14.1
"		143",措备,2021-11-06,13,20.8,13:33,7.1,6:08,13.7
"		143",措备,2021-11-07,14.2,20.1,13:25,8.8,3:51,11.3
"		143",措备,2021-11-08,10.9,17.4,10:24,8.2,23:11,9.2
"		143",措备,2021-11-09,9,12.5,13:50,6.5,23:55,6
"		143",措备,2021-11-10,8.1,11.6,13:40,5.9,5:08,5.7
"		143",措备,2021-11-11,8.7,12.8,11:40,6.7,23:01,6.1
"		143",措备,2021-11-12,7.4,10.4,13:21,5.6,2:33,4.8
"		143",措备,2021-11-13,7.8,15.1,14:23,1.5,5:43,13.6
"		143",措备,2021-11-14,9.6,17.7,14:21,3,6:40,14.7
"		143",措备,2021-11-15,9.7,17.4,13:55,4.2,7:19,13.2
"		143",措备,2021-11-16,9.3,17.1,15:19,3.3,6:55,13.8
"		143",措备,2021-11-17,9.6,15.8,15:28,1.9,6:48,13.9
"		143",措备,2021-11-18,10.5,18.1,14:40,4.4,7:34,13.7
"		143",措备,2021-11-19,11,18.8,15:32,3.6,6:47,15.2
"		143",措备,2021-11-20,10.7,18.9,14:29,5.1,7:23,13.8
"		143",措备,2021-11-21,11.4,16.9,14:51,6.4,4:02,10.5
"		143",措备,2021-11-22,7.4,12.1,2:39,3.5,22:45,8.6
"		143",措备,2021-11-23,4.4,7.7,12:59,1.3,7:38,6.4
"		143",措备,2021-11-24,7.7,12.9,13:40,3.8,6:39,9.1
"		143",措备,2021-11-25,9,16.2,14:09,1.9,7:29,14.3
"		143",措备,2021-11-26,7.2,12,14:58,3.6,23:46,8.4
"		143",措备,2021-11-27,5.9,11.4,14:17,1.4,23:51,10
"		143",措备,2021-11-28,5.2,13.1,14:07,-2.2,7:05,15.3
"		143",措备,2021-11-29,7.2,16.1,15:20,-0.8,6:31,16.9
"		143",措备,2021-11-30,5.7,10.6,17:30,3,5:29,7.6
"		143",措备,2021-12-01,2.4,4.8,12:16,-0.5,23:47,5.3
"		143",措备,2021-12-02,2.6,7.6,15:42,-1.1,3:41,8.7
"		143",措备,2021-12-03,4.8,10.3,13:10,1.2,0:22,9.1
"		143",措备,2021-12-04,4.2,8.7,13:10,0.9,23:58,7.8
"		143",措备,2021-12-05,3.7,11.6,15:03,-2.2,7:16,13.8
"		143",措备,2021-12-06,5.1,12.5,15:08,-0.5,7:03,13
"		143",措备,2021-12-07,7.5,14.7,14:02,1.1,7:38,13.6
"		143",措备,2021-12-08,6.6,13.4,13:51,0.9,7:34,12.5
"		143",措备,2021-12-09,6.5,12.6,13:44,0.4,7:33,12.2
"		143",措备,2021-12-10,8,13.4,15:36,2.8,7:03,10.6
"		143",措备,2021-12-11,8.9,13.1,13:12,3.4,7:54,9.7
"		143",措备,2021-12-12,6.6,11.2,12:58,-0.2,23:49,11.4
"		143",措备,2021-12-13,0.5,5.8,14:56,-3.7,7:05,9.5
"		143",措备,2021-12-14,3.7,8.9,15:05,-2.8,6:48,11.7
"		143",措备,2021-12-15,6.1,14.9,14:27,-0.8,6:00,15.7
"		143",措备,2021-12-16,6.3,10.3,15:39,2.5,3:30,7.8
"		143",措备,2021-12-17,0.5,7.8,3:11,-6,24:00:00,13.8
"		143",措备,2021-12-18,-3.4,2.6,16:17,-8.7,5:21,11.3
"		143",措备,2021-12-19,1.2,6,15:01,-3.8,4:11,9.8
"		143",措备,2021-12-20,4.8,12.7,15:14,-3,3:19,15.7
"		143",措备,2021-12-21,6.3,14.2,15:41,-0.6,6:14,14.8
"		143",措备,2021-12-22,4.3,12.3,14:57,-1.5,7:38,13.8
"		143",措备,2021-12-23,3.3,11.1,13:04,-2.9,6:21,14
"		143",措备,2021-12-24,4.2,10.9,13:36,-0.9,6:12,11.8
"		143",措备,2021-12-25,-4.7,1.6,0:01,-8.2,23:46,9.8
"		143",措备,2021-12-26,-7.1,-3.1,15:35,-10.8,7:20,7.7
"		143",措备,2021-12-27,-2.1,2.3,14:53,-7.9,6:27,10.2
"		143",措备,2021-12-28,2.1,7.4,13:42,-3.4,7:49,10.8
"		143",措备,2021-12-29,3.5,10,14:00,-2.6,3:07,12.6
"		143",措备,2021-12-30,1.1,4.9,0:01,-1.9,23:48,6.8
"		143",措备,2021-12-31,-2.5,1.6,15:17,-4.9,5:56,6.5
"		143",措备,2022-01-01,-2.3,5.6,15:42,-8.8,7:11,14.4
"		143",措备,2022-01-02,0.6,7.7,13:50,-6,7:00,13.7
"		143",措备,2022-01-03,-0.2,6.9,14:01,-6.5,7:39,13.4
"		143",措备,2022-01-04,1.9,7.6,14:40,-2.5,5:16,10.1
"		143",措备,2022-01-05,0.6,5,15:59,-5.6,4:41,10.6
